,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Vehicle_Speed,Hour,Month,is_Bus,is_Car,is_Motorcycle,is_Truck,is_Van,is_Sedan,is_SUV,is_A-101,is_B-102,is_D-104,is_C-103,is_D-105,is_D-106,Latitude,Longitude,Fraud,Express_Lane,Regular_Lane
89,2,160,160,90,12,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
90,3,180,140,48,15,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
91,3,350,90,77,21,4,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
92,1,120,90,60,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
93,1,0,0,83,6,4,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
94,3,350,350,71,11,4,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
95,2,140,90,97,15,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
96,2,160,160,46,20,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
97,3,180,0,81,1,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
98,3,350,100,64,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
99,1,120,120,93,11,4,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
100,1,0,0,57,15,4,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
101,3,350,350,86,21,4,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
102,2,140,90,55,3,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
103,2,160,160,82,7,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
104,3,180,100,63,12,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
105,3,350,350,90,16,4,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
106,1,120,120,48,22,4,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
107,1,0,0,76,4,4,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
108,3,350,100,58,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
109,2,140,140,87,13,4,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
110,2,160,100,67,18,4,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
111,3,180,90,94,23,4,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
112,3,350,100,71,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
113,1,120,120,89,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
114,1,0,0,52,16,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
115,3,350,350,79,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
116,2,140,120,66,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
117,2,160,160,95,11,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
118,3,180,120,44,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
119,3,350,350,78,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
120,1,120,90,61,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
121,1,0,0,85,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
122,3,350,350,49,10,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
123,2,140,90,74,15,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
124,2,160,120,69,20,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
125,3,180,180,92,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
126,3,350,140,57,7,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
127,1,120,120,83,12,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
128,1,0,0,68,17,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
129,3,350,350,96,22,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
130,2,140,90,46,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
131,2,160,120,81,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
132,3,180,100,60,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
133,3,350,180,88,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
134,1,120,0,53,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
135,1,0,0,77,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13.059816123454882,77.77068662374292,0,0,1
136,3,350,350,64,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
137,2,140,140,91,12,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
138,2,160,160,50,15,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
139,3,180,180,75,21,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
140,3,350,90,59,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
141,1,120,90,84,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
142,1,0,0,66,11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
143,3,350,350,93,16,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
144,2,140,100,45,21,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
145,2,160,160,80,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
146,3,180,180,62,8,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
147,3,350,180,86,13,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
148,1,120,120,51,18,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
149,1,0,0,73,23,2,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
150,3,350,100,56,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
151,2,140,140,82,9,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
152,2,160,100,70,14,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
153,3,180,180,97,17,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
154,3,350,180,47,23,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
155,1,120,180,84,4,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
156,1,0,0,65,8,2,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
157,3,350,180,92,13,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
158,2,140,120,53,16,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
159,2,160,160,79,22,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
160,3,180,160,61,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
161,3,350,180,89,8,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
162,1,120,120,44,13,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
163,1,0,0,78,18,2,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
164,3,350,100,67,22,2,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
165,2,140,90,95,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
166,2,160,160,55,8,2,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
167,3,180,120,80,13,2,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
168,3,350,350,62,18,2,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
169,1,120,120,87,23,2,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
170,1,0,0,47,5,2,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
171,3,350,120,73,9,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
172,2,140,100,68,14,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
173,2,160,90,91,18,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
174,3,180,90,52,23,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
175,3,350,90,82,3,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
176,1,120,120,56,7,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
177,1,0,0,84,12,3,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
178,3,350,350,69,16,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
179,2,140,120,94,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
180,2,160,120,49,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
181,3,180,180,76,8,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
182,3,350,350,63,13,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
183,1,120,120,88,18,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
184,1,0,0,74,23,3,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
185,3,350,120,96,5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
186,2,140,100,61,10,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
187,2,160,160,85,14,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
188,3,180,180,52,19,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
189,3,350,350,79,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
190,1,120,120,66,6,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
191,1,0,0,90,11,3,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
192,3,350,350,48,15,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
193,2,140,140,77,21,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
194,2,160,160,60,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
195,3,180,90,83,6,3,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
196,3,350,160,71,11,3,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
197,1,120,120,97,16,3,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
198,1,0,0,46,21,3,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
199,3,350,100,81,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
200,2,140,140,64,7,3,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
201,2,160,160,93,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
202,3,180,120,57,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
203,3,350,100,86,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
204,1,120,120,55,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
205,1,0,0,82,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
206,3,350,90,63,11,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,1,0
207,2,140,120,90,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
208,2,160,160,48,18,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
209,3,180,180,76,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,0,1
210,3,350,350,58,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,1,0
211,1,120,0,87,10,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
212,1,0,0,67,15,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
213,3,350,120,94,20,1,0,0,0,1,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,1,0,1
214,2,140,140,71,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
215,2,160,60,89,7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,1,0,1
216,3,180,140,52,12,1,0,0,0,0,0,0,1,0,1,0,0,0,0,13.059816123454882,77.77068662374292,1,1,0
217,3,350,350,79,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13.059816123454882,77.77068662374292,0,0,1
218,1,120,120,66,22,1,0,1,0,0,0,0,0,1,0,0,0,0,0,13.059816123454882,77.77068662374292,0,1,0
219,1,0,0,95,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,13.059816123454882,77.77068662374292,0,0,1
